,e1,e2,intensity
HLAC<->XIAP,HLAC,XIAP,0.01207039540165835
CPM<->GEM,CPM,GEM,0.012069942118484394
RET<->SMN,RET,SMN,0.012069535253544672
CELL<->FER,CELL,FER,0.01206939725568987
VH<->ZA,VH,ZA,0.012068861714838305
PC<->VIP,PC,VIP,0.012068279335179559
HP<->MTOR,HP,MTOR,0.012067355722662598
LIM<->XG,LIM,XG,0.012066129258413922
GLA<->RD,GLA,RD,0.012065191832434359
MSC<->NOV,MSC,NOV,0.012063532223829292
DOHH<->TF,DOHH,TF,0.0120631295280049
IVD<->UNKNOWN,IVD,UNKNOWN,0.012060791906475956
HDC<->IGHV,HDC,IGHV,0.012058915544522042
LRP<->RELA,LRP,RELA,0.01205593576410868
MET<->MTF,MET,MTF,0.012055556181031036
CAST<->FADD,CAST,FADD,0.01205435922349034
PBR<->SI,PBR,SI,0.012054090943956895
BLK<->PTPA,BLK,PTPA,0.01205392418401972
PROC<->SCD,PROC,SCD,0.012053881251923538
COPE<->TPO,COPE,TPO,0.012053360366339033
MSC<->POLE,MSC,POLE,0.012052669713628223
DST<->TNF,DST,TNF,0.012052097840099252
LBP<->PROTHROMBIN,LBP,PROTHROMBIN,0.01205082708279596
DF<->HPR,DF,HPR,0.012048753238043452
FLT<->PR,FLT,PR,0.012048663268415962
MIA<->SHB,MIA,SHB,0.012047077339215779
RAN<->XIAP,RAN,XIAP,0.012046183826360395
AHR<->CELL,AHR,CELL,0.012045437722277973
AGA<->SELL,AGA,SELL,0.012043950316107015
ASS<->GPCR,ASS,GPCR,0.012043429680488216
BHMT<->COPE,BHMT,COPE,0.012043416309212891
AHRR<->HP,AHRR,HP,0.012042907692399607
CRP<->UBC,CRP,UBC,0.01204286290904156
GCG<->HPR,GCG,HPR,0.01204239447806809
LEP<->PRO,LEP,PRO,0.012041492003743336
CRH<->TCR,CRH,TCR,0.012041281504866271
LTA<->MAX,LTA,MAX,0.012039272444850722
MTOR<->SELL,MTOR,SELL,0.012038756962398556
NBC<->NTM,NBC,NTM,0.012038205213408818
DO<->ITPA,DO,ITPA,0.01203747190740116
FADD<->TANK,FADD,TANK,0.012033617489016584
GEM<->MPO,GEM,MPO,0.01203323262484763
CP<->PFP,CP,PFP,0.012033149363813637
NUMB<->PDC,NUMB,PDC,0.012030771906980875
AFM<->DO,AFM,DO,0.012030253514921202
PTER<->TEF,PTER,TEF,0.012030123605035116
COPE<->PRL,COPE,PRL,0.012028444143608095
AVP<->LIM,AVP,LIM,0.012028297308062087
GCG<->PK,GCG,PK,0.012024340871876302
CRP<->MYB,CRP,MYB,0.012022171222196466
ARCH<->TTL,ARCH,TTL,0.012022033400653599
HDC<->KIT,HDC,KIT,0.012021250826029157
EGF<->TEF,EGF,TEF,0.0120209001439597
HAT<->LOX,HAT,LOX,0.012019413662164299
GPCR<->NODAL,GPCR,NODAL,0.012019242074887578
ISCU<->LBP,ISCU,LBP,0.012018236832632537
CRKL<->IVL,CRKL,IVL,0.012015814773952567
HRG<->JK,HRG,JK,0.012015682280334184
GPI<->VCAN,GPI,VCAN,0.012015579507463518
CIC<->MVK,CIC,MVK,0.012014903090876519
LEP<->MTE,LEP,MTE,0.012014773545484568
BMF<->IVL,BMF,IVL,0.012014416783897855
MB<->SST,MB,SST,0.012014008522233955
FER<->HDC,FER,HDC,0.012013564753813552
CEA<->SCD,CEA,SCD,0.012013418480628365
ERG<->GPI,ERG,GPI,0.012013406021395764
ARCH<->JK,ARCH,JK,0.012013131732683867
AVP<->FH,AVP,FH,0.012012698485541486
IVL<->MPG,IVL,MPG,0.012012582329149205
ARA<->ARCH,ARA,ARCH,0.012012484484015205
CNP<->GC,CNP,GC,0.012009659233650908
ACT<->SMN,ACT,SMN,0.012008391165294618
LEP<->SRF,LEP,SRF,0.012003991273245319
CCK<->MYB,CCK,MYB,0.012003718904548598
RICTOR<->TRH,RICTOR,TRH,0.012003583911441445
BF<->MLL,BF,MLL,0.012003102664220748
CBL<->PKM,CBL,PKM,0.012003030366554571
MB<->VEGF,MB,VEGF,0.012002588293292786
EGFR<->TEF,EGFR,TEF,0.012002441184940767
CEL<->IVL,CEL,IVL,0.012000781090029
DBP<->GC,DBP,GC,0.011999843247275722
MHC<->TPMT,MHC,TPMT,0.011999662459352266
ACT<->POLE,ACT,POLE,0.011998620889146877
RET<->RORC,RET,RORC,0.011996747495764584
CTH<->GPI,CTH,GPI,0.01199607406710958
GAL<->POLE,GAL,POLE,0.011994733729046109
HCR<->PNOC,HCR,PNOC,0.011993551034268761
HAT<->HD,HAT,HD,0.011992060411156096
COMP<->CPD,COMP,CPD,0.011991771543097187
FH<->MTF,FH,MTF,0.011988413861818852
GC<->MAG,GC,MAG,0.011987685769565829
AHRR<->TTL,AHRR,TTL,0.011986582134702866
NUDC<->TRE,NUDC,TRE,0.011982127603605588
CW<->SST,CW,SST,0.011981411415933944
MHC<->XG,MHC,XG,0.011979540140034033
CNP<->PTEN,CNP,PTEN,0.011977717055370736
RELA<->ZA,RELA,ZA,0.011977294401964128
DST<->JUN,DST,JUN,0.011976763329250803
COMP<->SI,COMP,SI,0.01197560359092635
TNF<->TPR,TNF,TPR,0.011975541042878943
CF<->POLI,CF,POLI,0.011973844153952614
SCL<->TCRG,SCL,TCRG,0.011973086006622094
APP<->SCD,APP,SCD,0.01197282667630685
APC<->WAC,APC,WAC,0.011972108609500076
PFP<->TNF,PFP,TNF,0.011971881286394773
PR<->PROC,PR,PROC,0.01197185621263003
CNST<->MLL,CNST,MLL,0.011969105824357886
PBR<->PDF,PBR,PDF,0.011968726719157174
WAC<->ZA,WAC,ZA,0.011968605052117363
HR<->TPO,HR,TPO,0.011968353760060075
BAX<->NODAL,BAX,NODAL,0.011968061026457196
PDF<->SRC,PDF,SRC,0.011968002917137663
TST<->VH,TST,VH,0.011967869073400854
CROP<->PROTHROMBIN,CROP,PROTHROMBIN,0.011967643378378096
ALB<->PK,ALB,PK,0.011965237059866397
KY<->PDC,KY,PDC,0.011960834469409246
HPCA<->PTER,HPCA,PTER,0.011959917556205523
PROLACTIN<->TCR,PROLACTIN,TCR,0.011959210659422825
HR<->JK,HR,JK,0.011957451467068425
CRK<->IVL,CRK,IVL,0.011953568310148457
ACT<->NRM,ACT,NRM,0.01195263903413319
GAG<->GSA,GAG,GSA,0.011952158302949427
AR<->DAP,AR,DAP,0.011951857060091319
SON<->VWF,SON,VWF,0.011951800856810305
MYC<->NRM,MYC,NRM,0.011948368255903959
TIE<->WAC,TIE,WAC,0.011948139148248127
AHR<->MHC,AHR,MHC,0.011948028888515901
MTE<->VEGF,MTE,VEGF,0.011947936096732972
IVD<->SCD,IVD,SCD,0.011946582174004601
ADM<->MTAP,ADM,MTAP,0.011946442029238589
ATF<->HAT,ATF,HAT,0.011946207216526599
PEMT<->SRR,PEMT,SRR,0.011945646210983436
NBC<->NOV,NBC,NOV,0.011945348176654054
GPI<->XK,GPI,XK,0.01194322412077986
KY<->TH,KY,TH,0.011943017285409288
HCR<->VEGF,HCR,VEGF,0.01194265571726103
FEV<->PNOC,FEV,PNOC,0.011942052310074221
PRL<->WHITE,PRL,WHITE,0.011939093407557796
SCL<->SMN,SCL,SMN,0.01193897303806925
MLL<->UBC,MLL,UBC,0.011938782700375359
ARA<->PRL,ARA,PRL,0.011936788177471373
ARC<->SMN,ARC,SMN,0.011935974241998111
IVL<->SMO,IVL,SMO,0.011935230741447362
AE<->ECD,AE,ECD,0.011934803951746299
IGHD<->VH,IGHD,VH,0.01193423499646359
IGM<->NFI,IGM,NFI,0.011932234266305665
BCR<->CPM,BCR,CPM,0.011930460125104014
GAPDH<->RD,GAPDH,RD,0.011929261843237886
AR<->ERG,AR,ERG,0.011926680791299686
AFP<->ALB,AFP,ALB,0.011926679322138076
RET<->TANK,RET,TANK,0.011925436370314995
GPI<->RRAD,GPI,RRAD,0.01192494072777035
BAK<->SPIN,BAK,SPIN,0.011923717031779154
ARCH<->MNT,ARCH,MNT,0.011923561841232248
CS<->TYR,CS,TYR,0.011921473157290254
ACD<->AHR,ACD,AHR,0.011919350986922274
PKM<->TIE,PKM,TIE,0.011918816805667183
NRM<->PTC,NRM,PTC,0.011918229267106624
IK<->STIL,IK,STIL,0.011917540751101177
PGR<->TPMT,PGR,TPMT,0.01191641485539469
AMT<->COMP,AMT,COMP,0.011915088680649548
PKM<->TPA,PKM,TPA,0.011914400294886813
MTR<->NUMB,MTR,NUMB,0.011914288907720757
EPOR<->MTE,EPOR,MTE,0.011913014027503123
COIL<->RORC,COIL,RORC,0.011912231066889913
HR<->TF,HR,TF,0.011912063959362788
CW<->GSA,CW,GSA,0.011909028245975591
CELL<->XG,CELL,XG,0.01190760354831232
BLK<->PC,BLK,PC,0.011906819456082301
PAP<->TXNIP,PAP,TXNIP,0.011906445305346226
CAT<->SRC,CAT,SRC,0.011905250619233873
LPL<->VH,LPL,VH,0.011904918214641947
PPL<->SET,PPL,SET,0.01190305059901398
COPE<->ITPA,COPE,ITPA,0.011902689684020664
AGA<->MSC,AGA,MSC,0.011901970862727396
HR<->VIT,HR,VIT,0.011896189841736864
ABO<->AMT,ABO,AMT,0.011895502754792212
END<->LPL,END,LPL,0.011893854957455912
CF<->VIM,CF,VIM,0.011893400814161376
DO<->HK,DO,HK,0.011889951406786633
ERG<->HAT,ERG,HAT,0.011888071211466103
MET<->VWF,MET,VWF,0.011886614291117939
ASS<->UBC,ASS,UBC,0.011885997673435263
JUN<->VIT,JUN,VIT,0.011885595487151497
HLF<->TH,HLF,TH,0.011885581464019183
CBFB<->FEV,CBFB,FEV,0.011885324968967857
BMF<->HAT,BMF,HAT,0.011884991215579782
NOV<->TRO,NOV,TRO,0.011883948479480023
ARC<->MHC,ARC,MHC,0.011883230597105368
END<->STIL,END,STIL,0.01187709905953017
ERG<->SCT,ERG,SCT,0.011876891991191355
MNT<->PEMT,MNT,PEMT,0.011875137104737405
ACR<->KL,ACR,KL,0.011874872638309478
IGHD<->LBH,IGHD,LBH,0.01187433133727284
HLA<->TCRG,HLA,TCRG,0.011874189587867375
DBT<->TRH,DBT,TRH,0.011872528192159698
IK<->SSB,IK,SSB,0.01187152643875727
ERG<->MTF,ERG,MTF,0.011869806967777582
ACR<->PEMT,ACR,PEMT,0.011868294549573749
RHO<->SCT,RHO,SCT,0.011866204456061251
PRKDC<->SCT,PRKDC,SCT,0.011865881375422492
RET<->SELL,RET,SELL,0.011865700330498193
ASPA<->CBFB,ASPA,CBFB,0.011865274078074757
AMT<->TCRG,AMT,TCRG,0.011864942560031554
CBL<->CIR,CBL,CIR,0.01186462497607155
UBC<->UNKNOWN,UBC,UNKNOWN,0.011863730239776198
HGF<->SRC,HGF,SRC,0.011863265849225408
HK<->SPIN,HK,SPIN,0.011862684560534234
LBP<->TESMIN,LBP,TESMIN,0.011862036468351541
CNP<->EPOR,CNP,EPOR,0.011861623850242814
COMP<->LBH,COMP,LBH,0.011861062146767472
ABO<->APS,ABO,APS,0.011859893106012216
REST<->VIP,REST,VIP,0.011859549846804476
ABAT<->REST,ABAT,REST,0.011859204257250351
DF<->FYN,DF,FYN,0.011858791596003147
CIR<->EBP,CIR,EBP,0.011858689064964116
LAT<->SLPI,LAT,SLPI,0.011857767658543412
MLL<->TPR,MLL,TPR,0.01185736119988739
HCR<->MTE,HCR,MTE,0.011856037855654365
LPL<->PAP,LPL,PAP,0.011856009702973512
IVL<->RRAD,IVL,RRAD,0.011855433433466985
CRP<->GALT,CRP,GALT,0.01185532800796798
GPCR<->PURG,GPCR,PURG,0.01185457033036485
CAST<->KIT,CAST,KIT,0.011853760405509462
ASPA<->ERG,ASPA,ERG,0.011851116516413353
LBH<->SMN,LBH,SMN,0.011849522176731391
ENG<->MSC,ENG,MSC,0.011848028387542533
HP<->MHC,HP,MHC,0.011847051891698188
HAT<->SI,HAT,SI,0.011846869343471284
MIP<->PGR,MIP,PGR,0.011844693050451417
CAD<->MHC,CAD,MHC,0.011844107249078214
AE<->GGT,AE,GGT,0.01184242832950966
FER<->MYC,FER,MYC,0.011840002189951682
BAX<->TPR,BAX,TPR,0.011838519512133227
HRK<->IVL,HRK,IVL,0.011837519705007965
UBC<->WIRE,UBC,WIRE,0.011836532577940677
GPI<->MPG,GPI,MPG,0.01183642511793121
GLA<->IGH,GLA,IGH,0.011834208792767654
NBC<->PALM,NBC,PALM,0.011833234034768764
GPI<->HTA,GPI,HTA,0.011832165837420097
GSA<->MPO,GSA,MPO,0.011830235185111027
RARA<->SON,RARA,SON,0.011828879627080832
PNP<->SCT,PNP,SCT,0.011827928393708546
PKM<->PNN,PKM,PNN,0.011827132300939265
ASS<->CPE,ASS,CPE,0.011822756862399732
ARC<->BAK,ARC,BAK,0.011821890630361032
CPE<->TG,CPE,TG,0.011819766112377218
ABAT<->LRP,ABAT,LRP,0.011819745418411727
SLPI<->XIAP,SLPI,XIAP,0.011818665964459085
PK<->TCRG,PK,TCRG,0.011816194879261962
MPI<->RORC,MPI,RORC,0.011814029649619667
BLK<->PROTHROMBIN,BLK,PROTHROMBIN,0.011812023462830201
BCR<->SCFV,BCR,SCFV,0.011811223848921673
LEP<->RHD,LEP,RHD,0.011810175433873143
BAD<->TXNIP,BAD,TXNIP,0.01180895352822392
ARA<->LIF,ARA,LIF,0.011807227409692632
HP<->LIM,HP,LIM,0.01180660288491156
CROP<->REL,CROP,REL,0.011804244361120002
LCK<->PGR,LCK,PGR,0.011803041382560713
JK<->NTM,JK,NTM,0.011802919810555661
BAX<->TRIO,BAX,TRIO,0.01180104501001859
AHRR<->PRKDC,AHRR,PRKDC,0.011800884750632748
GCA<->MAX,GCA,MAX,0.01180068645688274
HGF<->HLAC,HGF,HLAC,0.011800272818339341
HLA<->STAR,HLA,STAR,0.01179922520679047
PREB<->TXNIP,PREB,TXNIP,0.011797252327602325
ABO<->MPG,ABO,MPG,0.011796670257413643
BLK<->LYN,BLK,LYN,0.01179624249157352
CELL<->PALM,CELL,PALM,0.01179489169617717
CBL<->HLAC,CBL,HLAC,0.011793916530041205
LAT<->SMN,LAT,SMN,0.011793787215842153
CEA<->HLF,CEA,HLF,0.011793735029108824
EGF<->PR,EGF,PR,0.011793123031523524
IMPACT<->UBC,IMPACT,UBC,0.011792837060134674
ARCH<->ORF,ARCH,ORF,0.011791769643659187
CAST<->CIR,CAST,CIR,0.0117890127503931
PROLACTIN<->SCT,PROLACTIN,SCT,0.01178812737830505
HDC<->TEC,HDC,TEC,0.011788060068246755
RHO<->UBC,RHO,UBC,0.01178682532010722
ACR<->IGH,ACR,IGH,0.011785969210759946
CELL<->TRE,CELL,TRE,0.011785351112162641
COPE<->EBP,COPE,EBP,0.011784201765886574
NFI<->WIRE,NFI,WIRE,0.011783642225783321
MAX<->TCRG,MAX,TCRG,0.01178347635716249
IVD<->TG,IVD,TG,0.011781326279133954
NRM<->PRKDC,NRM,PRKDC,0.011781239753871514
CBFB<->PALM,CBFB,PALM,0.011780335323681902
COIL<->MVK,COIL,MVK,0.01178011121525129
CS<->LOX,CS,LOX,0.011779583292882053
DO<->GGT,DO,GGT,0.011779489074204806
ALB<->ASS,ALB,ASS,0.011775180631292822
NFI<->NODAL,NFI,NODAL,0.011773479408853905
BLK<->PTEN,BLK,PTEN,0.011773067276656779
VIT<->WHITE,VIT,WHITE,0.011773036575523513
MTAP<->MYC,MTAP,MYC,0.011772772864750265
PROC<->SCL,PROC,SCL,0.011771982798139817
KMO<->RELA,KMO,RELA,0.011767699300418509
BCR<->GGT,BCR,GGT,0.011767695333099864
IMPDH<->SMN,IMPDH,SMN,0.011765884349505486
MTE<->NTM,MTE,NTM,0.011765665393995603
CRH<->GPCR,CRH,GPCR,0.011765570819448656
PILOT<->PRL,PILOT,PRL,0.011764863126594487
SON<->TANK,SON,TANK,0.011764633730036255
MCC<->NRM,MCC,NRM,0.011764611006930267
CSK<->MLL,CSK,MLL,0.011764504067314394
ABO<->CTH,ABO,CTH,0.011764410907787484
FH<->POLI,FH,POLI,0.011764360992414511
DAP<->IGH,DAP,IGH,0.011763586138466165
CP<->SHB,CP,SHB,0.011761781872925661
AHR<->AHRR,AHR,AHRR,0.011761654871556282
MTF<->SCD,MTF,SCD,0.01176152114546235
PBR<->PROTHROMBIN,PBR,PROTHROMBIN,0.011761169179974159
IGHV<->PNP,IGHV,PNP,0.011759361145922307
MTF<->NODAL,MTF,NODAL,0.011755589599598968
PROTHROMBIN<->TRH,PROTHROMBIN,TRH,0.011754987806058501
DST<->HAL,DST,HAL,0.011752634106095916
ACR<->BCR,ACR,BCR,0.011752575522110193
AGA<->CSK,AGA,CSK,0.011750859936397162
ACR<->MYC,ACR,MYC,0.011750812839057408
ABO<->JK,ABO,JK,0.011748242625780728
IVD<->PURG,IVD,PURG,0.011747152637810942
CNP<->FER,CNP,FER,0.01174578122402926
ASS<->IVD,ASS,IVD,0.011745254590587126
GA<->GCL,GA,GCL,0.011744395081851135
ARCH<->MTE,ARCH,MTE,0.011742957817155567
NUDC<->SCFV,NUDC,SCFV,0.011741986704715357
ABAT<->LU,ABAT,LU,0.01174166138244502
NET<->TEF,NET,TEF,0.0117389065785121
HP<->RHD,HP,RHD,0.011738757991451585
CEA<->SCL,CEA,SCL,0.011738497045175825
NUDC<->PRL,NUDC,PRL,0.0117378632078381
ABO<->RD,ABO,RD,0.011737740960236958
IGM<->PFP,IGM,PFP,0.011737480264359404
ARCH<->PTEN,ARCH,PTEN,0.011737401423880833
ABO<->FAP,ABO,FAP,0.011737118312810938
CAMP<->PR,CAMP,PR,0.011736961879783582
ADM<->SHB,ADM,SHB,0.01173562223119168
AHRR<->CIC,AHRR,CIC,0.011734102517554083
LAT<->PKM,LAT,PKM,0.0117329459234135
RD<->VWF,RD,VWF,0.011732389585638978
CIC<->KL,CIC,KL,0.011731359409061944
BLK<->CLU,BLK,CLU,0.011731325036228034
CSK<->HDC,CSK,HDC,0.011731224396795394
CP<->UBC,CP,UBC,0.011731167146365355
END<->TRE,END,TRE,0.01172963245751229
AFP<->HEEL,AFP,HEEL,0.011728580109518404
ACT<->CNP,ACT,CNP,0.01172721388667345
END<->LYN,END,LYN,0.011726969774741967
GAN<->LBP,GAN,LBP,0.011726904582748358
FLT<->PURG,FLT,PURG,0.011726878686488269
KMO<->TANK,KMO,TANK,0.011721929408714015
CW<->TRH,CW,TRH,0.011721477639122183
BMF<->RELA,BMF,RELA,0.011720425244881367
EGF<->LEP,EGF,LEP,0.011719826796957593
TXNIP<->VH,TXNIP,VH,0.011719463745600556
PAP<->SHB,PAP,SHB,0.011719176188564934
DST<->HK,DST,HK,0.011719088457844603
LTA<->TF,LTA,TF,0.01171854636566651
ERG<->NTM,ERG,NTM,0.011716777229530184
RD<->VIM,RD,VIM,0.011713594426857803
DHFR<->HAL,DHFR,HAL,0.011713483276314874
GCG<->HLA,GCG,HLA,0.011712437612414863
HP<->IGH,HP,IGH,0.011711204583790356
ACT<->XG,ACT,XG,0.011710522146533158
LTA<->PREB,LTA,PREB,0.011708806010002607
CDA<->DO,CDA,DO,0.011708001408945345
LPL<->PK,LPL,PK,0.011707760524705233
ARC<->TNF,ARC,TNF,0.011704915255376303
MTP<->SRR,MTP,SRR,0.011701729811989438
AE<->LBR,AE,LBR,0.011700973490739343
PROC<->TG,PROC,TG,0.01170054322871141
LEP<->TNF,LEP,TNF,0.011700108535395807
AGA<->GEM,AGA,GEM,0.011700015036003975
GPI<->PTP,GPI,PTP,0.011699456175366796
PRL<->VH,PRL,VH,0.011699146430924089
SON<->TCRG,SON,TCRG,0.011699084226259275
GPCR<->ZA,GPCR,ZA,0.011698262323644116
AR<->XIAP,AR,XIAP,0.011697875463616404
AVP<->IGM,AVP,IGM,0.01169736811047487
GPI<->HUD,GPI,HUD,0.011696899131322082
COMP<->ORF,COMP,ORF,0.011693856155188915
RHO<->TXNIP,RHO,TXNIP,0.011693519973472646
HGF<->IK,HGF,IK,0.011692009191653767
CPD<->WAC,CPD,WAC,0.011690987328680884
AE<->CBL,AE,CBL,0.011688365447238442
BF<->GC,BF,GC,0.011686466213054332
GAG<->MVK,GAG,MVK,0.011683961957464834
LBP<->RICTOR,LBP,RICTOR,0.011683387799546061
HP<->MSC,HP,MSC,0.011682402120050561
BLK<->TH,BLK,TH,0.011682345696264938
GAL<->GCA,GAL,GCA,0.01168179289407641
SRR<->TYR,SRR,TYR,0.011679059310330529
AID<->BLK,AID,BLK,0.011678310875793468
BCR<->LEP,BCR,LEP,0.011677309462355599
ALB<->WIRE,ALB,WIRE,0.011676726352143736
CTSB<->IVL,CTSB,IVL,0.011676660556437915
MAF<->SELL,MAF,SELL,0.011676554109583124
DST<->VH,DST,VH,0.011675207123898414
HRG<->KY,HRG,KY,0.011675074020695076
CW<->IGHV,CW,IGHV,0.011675053137325347
EPOR<->SPIN,EPOR,SPIN,0.011675018773169055
CNP<->MRP,CNP,MRP,0.011673351081321483
SON<->TPA,SON,TPA,0.011673155263793096
GPI<->GSR,GPI,GSR,0.011672509209674846
FEV<->POL,FEV,POL,0.011672286296555878
LIM<->WHITE,LIM,WHITE,0.01167205564238791
ATM<->PNOC,ATM,PNOC,0.011672030254728247
IGHD<->KIT,IGHD,KIT,0.01167192177357422
HDC<->RHD,HDC,RHD,0.011671496266902831
LIF<->RORC,LIF,RORC,0.011668507894747042
CDA<->NBC,CDA,NBC,0.011666494338195242
CS<->GCL,CS,GCL,0.011664067068502202
ACT<->SRR,ACT,SRR,0.011658724606900714
ARC<->GC,ARC,GC,0.011657360741299416
GGT<->IK,GGT,IK,0.011657096396626664
AGA<->IGHV,AGA,IGHV,0.011657047380843782
NBC<->ORF,NBC,ORF,0.01165664438149155
LIM<->TH,LIM,TH,0.01165596913712028
COIL<->SRF,COIL,SRF,0.011655934898713492
CELL<->PTC,CELL,PTC,0.011655400261296068
KY<->PDGFRB,KY,PDGFRB,0.011654775550812261
ET<->NBC,ET,NBC,0.011653609173964656
SON<->STIL,SON,STIL,0.011653030247263123
HF<->SCL,HF,SCL,0.011650284697456888
CS<->MTOR,CS,MTOR,0.01164984569332794
EBP<->PILOT,EBP,PILOT,0.011647178919035456
ERG<->RAN,ERG,RAN,0.011646622587115787
CELL<->NOV,CELL,NOV,0.011646485274676181
GLA<->NUDC,GLA,NUDC,0.01164556539433834
HLA<->SHB,HLA,SHB,0.011645486241201151
COPE<->RET,COPE,RET,0.011645178382228102
CTH<->IVL,CTH,IVL,0.011644757514825032
CRP<->FER,CRP,FER,0.011644177145330501
BAD<->LPL,BAD,LPL,0.011641222897954303
NFI<->TCR,NFI,TCR,0.011641202526466053
AE<->BF,AE,BF,0.011641123164591392
MAF<->WAC,MAF,WAC,0.011639573069245839
LBP<->LCT,LBP,LCT,0.011638967130975382
BLK<->CP,BLK,CP,0.011638709160590689
NTM<->TYR,NTM,TYR,0.011637895430501671
PFP<->SET,PFP,SET,0.011631240756015935
AR<->HK,AR,HK,0.011630766089483175
RET<->WAC,RET,WAC,0.011629588281003685
CPE<->HK,CPE,HK,0.011629532996057049
BID<->NBC,BID,NBC,0.011628653275184423
IGHV<->MB,IGHV,MB,0.011628564273323075
TNR<->VIP,TNR,VIP,0.011628469459956518
AHR<->WAC,AHR,WAC,0.011627869879840243
FH<->VIM,FH,VIM,0.011626707141266061
ARA<->PAM,ARA,PAM,0.011626688379656903
ARCH<->FLT,ARCH,FLT,0.011626100084672483
GCL<->PREB,GCL,PREB,0.011626001013176146
NRM<->TST,NRM,TST,0.011622982534957473
LCK<->NUDC,LCK,NUDC,0.011622689146518459
CIR<->GAL,CIR,GAL,0.01162124418377513
CF<->HPR,CF,HPR,0.011620496982336807
ASPA<->SRC,ASPA,SRC,0.011619702769118466
ASS<->SHB,ASS,SHB,0.011618653390342864
MTHFR<->TCR,MTHFR,TCR,0.011618483159452807
AFP<->TRE,AFP,TRE,0.011618152450496811
MVD<->SLPI,MVD,SLPI,0.011617098223888022
GAG<->RAN,GAG,RAN,0.011616809479657089
HDC<->PNOC,HDC,PNOC,0.011616250554526086
PBR<->SRR,PBR,SRR,0.011616225039452806
COPE<->HPR,COPE,HPR,0.011614801127659526
CS<->PBR,CS,PBR,0.011613690370257229
SON<->STAR,SON,STAR,0.011612345981189905
COPE<->DAP,COPE,DAP,0.011611769424424725
DBT<->GPI,DBT,GPI,0.01161128688073587
CNST<->MTOR,CNST,MTOR,0.011608336780354134
MTP<->NUMB,MTP,NUMB,0.011608219772117559
JUN<->MAG,JUN,MAG,0.011607080946180041
CSK<->HCR,CSK,HCR,0.01160690277725735
GCA<->TAT,GCA,TAT,0.01160664183946666
ER<->MLN,ER,MLN,0.011604164408552612
NUDC<->TEC,NUDC,TEC,0.011603644062585688
IVD<->PRO,IVD,PRO,0.011601612400572786
ACD<->WAC,ACD,WAC,0.011600576492967375
HPR<->SRR,HPR,SRR,0.011600575648236919
POLI<->RD,POLI,RD,0.011600067830319116
CAST<->RORC,CAST,RORC,0.011599890669562641
PDGFRB<->TRH,PDGFRB,TRH,0.01159968508434801
MUCIN<->S,MUCIN,S,0.011598221374350069
HDC<->TNF,HDC,TNF,0.011598156758214618
DOHH<->MET,DOHH,MET,0.011597786317889443
DO<->RHD,DO,RHD,0.01159710227133867
LYN<->TRH,LYN,TRH,0.011596166041675987
GALT<->HLA,GALT,HLA,0.011595811634183014
CBFB<->MAF,CBFB,MAF,0.011595330348680714
MHC<->TYR,MHC,TYR,0.01159503493529862
IGHV<->LU,IGHV,LU,0.011594977721552503
BLK<->MAZ,BLK,MAZ,0.01159472142671464
TCR<->TCRG,TCR,TCRG,0.011594058706004213
AFP<->VIM,AFP,VIM,0.011594049425081094
BLK<->CW,BLK,CW,0.011593801733255039
HLF<->TCRG,HLF,TCRG,0.011593157953360687
ACD<->END,ACD,END,0.011590000261758571
DOHH<->SET,DOHH,SET,0.011588736069106435
MSC<->PTC,MSC,PTC,0.011588506308732486
CIR<->LBR,CIR,LBR,0.011588130997808033
SHB<->TCR,SHB,TCR,0.011588016227008016
CF<->MHC,CF,MHC,0.011586439613276685
MTE<->RELA,MTE,RELA,0.01158607311712433
MNT<->TANK,MNT,TANK,0.011585264912570408
BHMT<->FH,BHMT,FH,0.01158481697462263
MPO<->SST,MPO,SST,0.011584762045858052
DF<->VIM,DF,VIM,0.011584567992128392
ACD<->CBFB,ACD,CBFB,0.011583991634722264
CRH<->TF,CRH,TF,0.011583916715829543
HEEL<->TH,HEEL,TH,0.011583579776542176
PTP<->TRH,PTP,TRH,0.011583425075412011
GEM<->PDC,GEM,PDC,0.011583395647655594
CRH<->LIM,CRH,LIM,0.011582967499844082
DBT<->LBP,DBT,LBP,0.011581892466026035
BLK<->VCAN,BLK,VCAN,0.011581198482222934
ABAT<->PAM,ABAT,PAM,0.011580553598834408
KL<->TTL,KL,TTL,0.011579129551598174
HRC<->JK,HRC,JK,0.011577970616062246
CAMP<->HRG,CAMP,HRG,0.011577433646852993
AHR<->RORC,AHR,RORC,0.011577339597734897
IVL<->SET,IVL,SET,0.011575364220743739
CRH<->FADD,CRH,FADD,0.011574662645009988
REST<->SLPI,REST,SLPI,0.011573792674604491
DAP<->HRG,DAP,HRG,0.011573636147532908
CDA<->SLPI,CDA,SLPI,0.011573536920449708
PGF<->RORC,PGF,RORC,0.011572469291632553
DF<->GGT,DF,GGT,0.011571967885668864
GAN<->GPI,GAN,GPI,0.011569199258182393
EGF<->HDC,EGF,HDC,0.011568125488657089
CIR<->TTL,CIR,TTL,0.011567608356643588
IGM<->LPL,IGM,LPL,0.011565990005793019
RORC<->TTL,RORC,TTL,0.011563559691697962
LRP<->TEF,LRP,TEF,0.011563102800291328
EPOR<->MVD,EPOR,MVD,0.011562487473548036
AURKB<->IVL,AURKB,IVL,0.011562029899808503
CEA<->MSC,CEA,MSC,0.011560691594866676
